Name,stars,Title,Reviews
Edgar Campos,4.0 out of 5 stars,Pretty Good!,"Not the best for portrait photography, but it's solid for cameras that arent full frame! The autofocus is great! Video wise this is the lens to go. Photos, it could be better."
B. Tran,5.0 out of 5 stars,Great lens for Canon 70d,"I've been wanting this lens for a long time and was not disappointed when received. I can't believe how sharp the pictures are and the nice bokah it provides. Do note that you want to do a focusing test and adjustment because I heard that these lens may need them, so if you get it and it is front/rear focusing do the adjustments or send it in with your camera body to get adjusted. Once it is adjusted for your camera you will be amazed how the pictures look."
Amazon Customer,5.0 out of 5 stars,The constant aperture and the lens' clarity are phenomenal. ...,"The constant aperture and the lens' clarity are phenomenal. The only two drawbacks are the focal length and lack of image stabilization, but the lack of these features is well worth the price point — especially if you do a lot of model or concert photography and have steady hands. At f/1.8, image stabilization isn't a problem because it brings in a lot of light; either way, find a way to keep your shutter speed above 1/200 and stability shouldn't be a problem."
wile-e-coyote,5.0 out of 5 stars,2 months in this is my go to lens,"Buying used is a great way to save some money and in this case I didn't sacrifice a shred of quality. This is the lens that is on my camera the most. It's super sharp and I love the fact that I get a very shallow depth of field (f1.8) in a zoom. This is much better than the nifty 50 for apsc cameras. The only downside, if you consider it one is the lens has some heft to it, but it's also a mark of the quality that went into it."
Joelrunner,5.0 out of 5 stars,Prime quality with the flexibility of adjustable lenses!,"I had a 50mm prime f1.4 lens, and a 17-55mm f2.8 lens stolen out of my car. I loved (and needed) them both, and was not looking forward to the cost of replacing them... I was hesitant that this lens would replace them both, but I actually like it BETTER due to the flexibility it has.I don't miss either of my old lenses at all now that I have this."
Lester,5.0 out of 5 stars,Amazing lens for glidecam/steadycam work.,"Man, I cannot praise this lense enough. It is just such a great zoom range for most things, and especially for video production. This thing is amazing on a steadicam/glidecam. The balance barely gets thrown off when zooming and is easy to correct. The ability to open to 1.8 is such an amazing help. While filming a wedding I was so glad to have this fast of a lens and for such a great price.Pros:Sharp!Internal zoomSolid as a rock!Very fast.Little to no lens flaresCons:Not a big fan of the end cap. Doesn't go on very easily.Some may say the price, but I think the price is justifiedNo Vibration compensation"
ashley rippeon,5.0 out of 5 stars,Heavy.  But manageable,Pretty heavy. Takes great pics. Works best at at a smaller fstop like 2.2 or “higher”. Does a great job at lifestyle photography as well as portrait. I don’t seem to get too much distortion up close. My number one lens at the moment.
N. Zahrani,5.0 out of 5 stars,not professional photographer,I'm not professional photographer so this review is from someone who wants a blurry background in a medium sized room (3.5 mt/ 11.4 ft) for YT videos the easy way with minimal fuss- and this lens does jus that and Im happy with it. It's heavy but my gorillapod works fine with it.
waterdog,5.0 out of 5 stars,"Warm this puppy before entering humid environments... but put this in your bag, it's an Excellent lens.","Great lens, will not repeat everything that's been written about it. Much less focusing issues with this lens with my Cannon 70D than my Cannon lens, especially the 50mm. Really surprising and odd. Did have condensation develop INSIDE lens itself when exposed to humid air from cool building. Condensation is a given in this situation but never had it form inside the lens, after 15-20 minutes was still inside lens. After 1/2 hr indoors it cleared. Concerned that moisture could get trapped inside and need servicing. Will make sure to warm this lens in similar conditions.Still this is a 5 star lens, such a solid build and great images. Knowing what I know now will pre warm humid environments."
M,5.0 out of 5 stars,"My new all purpose lens, but adding a 90D.","Found this lens at the last minute, to shoot a wedding with my old Canon 60D. It’s amazing! Hand held shots during Mass, 800 ISO at f3.2 and sharp as can be. Used the 18-35 for 95% of my event.👍"
Ernesto García,5.0 out of 5 stars,"Great lens for wide-angle wide-aperture needs, fully recommended","I'm an amateur photographer, and as such, I appreciate the versatility that this lens gives me. First, the wide aperture at a wide angle, something that is hard to find even on primes, and second, the fact that is not a prime lens and allows you a certain degree on zooming, albeit not much. but who would ask for more of this.Ok, but if you're on this page you already know what's the appeal of this lens, you just want to know if it's worth it. My verdict is: it is worth it. The build quality is great, as is its visual appearance. It's a professional-looking lens. And the feel in your hands is amazing. The zoom and focus rings are smooth to handle, and with a very nice grip thanks to the rubberized surface. The image quality is very nice, comparable to prime lenses they say. I don't have enough experience to say it myself, but I can say the image quality is superb. It's sharp, and the bokeh at f1.8 is really nice. That was one of the reasons I wanted a wide aperture lens, the other being shooting in low light conditions, which I already did and was amazing. A friend saw my pictures and thought I had taken a tripod with me to achieve the level of exposure I got from a night landscape.My only reservation when buying it was the fact that there are some worrying reviews out there of people that has had the bad luck to get a copy of this lens that presents some issues with auto-focus. Fortunately that was not my case, but I certainly wouldn't dismiss those concerns. If you can, buy this at store where you can try the exact lens you'll be taking home. In any case, this issue appears to be uncommon.Finally, only buy this lens (or any lens for that matter) if you know it provides the features you look for the most in your photography endeavors. If you shoot mostly at a wide angle setting, and you're craving for more aperture, this lens is for you. Even more so if you're a crop-sensor person (this lens is crop-sensor specific) and you're not planning to go full-frame anytime soon. Also consider some possible inconveniences of the lens before purchasing it, like the fact that is not small, and is not lightweight."
